order_id,customer_id,order_date,status,shipping_country,shipping_city,shipping_address,shipped_date,delivered_date
5106,555,2025-10-13T13:05:54,delivered,Alemania,Dijouxnec,Plaza de Moisés Marín 351 Apt. 61,2025-10-14,2025-10-20
5107,158,2026-04-28T16:02:44,delivered,Italia,Lewisfort,Flat 1 Phillips Springs,2026-05-01,2026-05-04
5108,348,2025-06-21T05:24:02,delivered,España,Sovicille,chemin de Laine,2025-06-24,2025-06-24
5109,325,2025-12-06T05:39:48,cancelled,Italia,Nosate,"3, chemin de Godard",,
5110,599,2024-11-20T01:27:36,cancelled,Países Bajos,Prato Sesia,793 Knight Viaduct,,
5111,395,2026-01-26T12:29:49,delivered,Francia,Cloppenburg,Sibille-Vollbrecht-Platz 2-1,2026-01-28,2026-02-02
5112,520,2025-08-10T09:16:26,delivered,España,La Bianca,75 Slater Keys,2025-08-13,2025-08-18
5113,498,2025-03-05T09:00:27,shipped,Francia,South Anne,"56, avenue Peltier",2025-03-06,
5114,463,2025-12-21T06:49:52,delivered,Francia,Pichon-sur-Mer,Vial de Oriana Franch 82,2025-12-24,2025-12-24
5115,103,2026-01-26T06:46:59,pending,Alemania,Meransen,Flat 7 Beth Streets,,
5116,89,2025-12-05T03:04:40,delivered,Alemania,Gosselin,"84, chemin de Barbe",2025-12-06,2025-12-08
5117,526,2024-06-17T16:40:16,delivered,Portugal,Sainte Alice,Daniel-Trommler-Gasse 7-7,2024-06-18,2024-06-21
5118,567,2025-08-23T12:37:16,returned,España,Salamanca,"245, chemin Bouchet",2025-08-25,2025-08-31
5119,76,2026-03-20T01:49:13,delivered,Portugal,Asturias,Röhrdanzgasse 6,2026-03-22,2026-03-23
5120,299,2025-07-28T17:38:54,delivered,Alemania,Torgau,Glorieta de Isabel Colom 42,2025-07-31,2025-07-31
5121,231,2025-09-26T22:54:40,shipped,España,Simon,German-Gorlitz-Allee 1-3,2025-09-29,
5122,107,2025-04-05T12:50:05,cancelled,Alemania,Parisnec,Flat 6 Alison Via,,
5123,258,2026-06-19T22:33:09,delivered,España,Weißenfels,Lucie-Fechner-Platz 7,2026-06-22,2026-06-24
5124,326,2026-04-06T21:46:44,shipped,España,Valencia,Bergerweg 6,2026-04-09,
5125,506,2026-05-29T03:58:58,confirmed,España,Gautier,Schmidtring 940,,
5126,180,2025-04-04T06:17:11,delivered,Portugal,Perrin,Udo-Kabus-Straße 5-5,2025-04-05,2025-04-10
5127,261,2025-08-31T14:07:11,shipped,Alemania,Bogliasco,4 Shirley Lock,2025-09-01,
5128,466,2024-03-08T20:18:00,delivered,España,Göppingen,C. Pío Manso 21 Puerta 6,2024-03-09,2024-03-12
5129,297,2026-02-01T13:07:59,cancelled,España,Santa Cruz de Tenerife,6 Walker Manors,,
5130,116,2026-06-05T05:15:19,cancelled,Italia,Maurice-sur-Barbier,"44, rue Célina Devaux",,
5131,386,2024-01-13T06:24:48,delivered,España,Melilla,Paseo de Roberto Calderón 36 Puerta 1,2024-01-16,2024-01-18
5132,392,2024-04-22T09:29:26,confirmed,España,Soria,"85, rue Jean Giraud",,
5133,200,2024-04-28T07:00:12,confirmed,Italia,Vasto Marina,"5, chemin Christelle Guérin",,
5134,553,2026-02-24T00:03:17,delivered,Países Bajos,Ponte All'Abate,"Borgo Virginia, 4 Piano 2",2026-02-25,2026-02-28
5135,310,2025-11-10T10:43:11,delivered,Italia,Bragioli,Ditschlerinring 470,2025-11-12,2025-11-13
5136,532,2026-06-10T18:17:04,delivered,Italia,Toledo,5 Wilson Isle,2026-06-12,2026-06-17
5137,339,2024-04-20T21:07:16,returned,España,Lake Gerard,Ronda de Samuel Enríquez 7,2024-04-21,2024-04-25
5138,171,2024-01-15T00:45:27,returned,Francia,Villa Bissone,"1, rue de Buisson",2024-01-16,2024-01-20
5139,520,2025-03-20T13:44:42,returned,España,Butera,Marlis-Buchholz-Allee 12,2025-03-23,2025-03-25
5140,321,2025-01-03T22:17:06,confirmed,España,Alicante,Flat 5 Carr Glens,,
5141,509,2024-06-07T16:19:05,delivered,España,Robinsonmouth,Calle Mateo Pallarès 98 Piso 6,2024-06-09,2024-06-14
5142,407,2024-12-23T06:36:50,shipped,España,Ochsenfurt,"Canale Giosuè, 122",2024-12-25,
5143,215,2025-10-21T23:57:16,delivered,Francia,Casaliggio,Dehmelallee 2728,2025-10-22,2025-10-28
5144,425,2024-09-24T11:31:28,delivered,Francia,Cáceres,48 Harding Mall,2024-09-25,2024-09-29
5145,510,2025-01-06T16:28:10,delivered,Portugal,David-les-Bains,"Contrada Verdi, 69 Piano 5",2025-01-08,2025-01-11
5146,164,2024-03-26T06:12:27,delivered,Alemania,Saint Adélaïde,"444, boulevard Clerc",2024-03-28,2024-04-02
5147,429,2025-07-05T00:38:18,delivered,España,Teruel,Ronda Gaspar Hoz 256 Apt. 61,2025-07-06,2025-07-11
5148,86,2024-07-12T19:45:37,delivered,Alemania,Amberg,Callejón de Eulalia Colomer 3,2024-07-13,2024-07-19
5149,378,2026-05-05T01:00:40,delivered,España,Salamanca,"Piazza Griselda, 87 Piano 5",2026-05-08,2026-05-13
5150,155,2025-05-30T05:44:25,delivered,Italia,Dessau,Studio 6 Lawrence Vista,2025-06-02,2025-06-04
5151,331,2025-08-04T02:35:50,delivered,Francia,Galgagnano,Pergandeallee 69/20,2025-08-06,2025-08-08
5152,326,2024-08-02T05:31:15,cancelled,España,Gradizza,"Rotonda Nicola, 73 Appartamento 5",,
5153,412,2026-04-11T21:10:26,pending,España,Badajoz,Aneta-Mosemann-Gasse 5302,,
5154,251,2024-06-08T15:52:13,delivered,Alemania,Voisinnec,"Piazza Raurica, 1 Appartamento 30",2024-06-10,2024-06-16
5155,419,2025-09-24T05:36:47,pending,Portugal,Asnago Di Cantu',"94, chemin Gabriel Leblanc",,
5156,304,2026-01-06T22:39:42,delivered,España,Saint Raymond,Studio 17 Cheryl Causeway,2026-01-09,2026-01-10
5157,387,2026-01-02T15:42:32,delivered,España,Segovia,Mesut-Reinhardt-Platz 4494,2026-01-03,2026-01-07
5158,527,2024-08-22T09:26:15,returned,Portugal,Marin,Hänelstraße 33/99,2024-08-23,2024-08-30
5159,348,2025-06-22T20:04:10,shipped,España,Mallet,"Canale Bottaro, 75",2025-06-23,
5160,110,2025-08-07T07:27:18,delivered,Alemania,Stadtroda,"7, rue Maryse Dumas",2025-08-08,2025-08-15
5161,45,2026-03-18T01:28:21,confirmed,Portugal,Girona,Acceso de Cornelio Llorente 926 Apt. 72,,
5162,548,2025-07-09T20:53:41,delivered,España,Zossen,0 Jill Drives,2025-07-10,2025-07-17
5163,66,2024-09-28T05:43:02,delivered,Francia,Bremen,"6, rue Aurélie Marin",2024-10-01,2024-10-01
5164,97,2024-05-06T05:31:41,cancelled,Portugal,Lake Pamelaport,5 Timothy Trafficway,,
5165,79,2024-04-27T06:17:41,shipped,Alemania,Marano Ticino,"136, boulevard de Costa",2024-04-29,
5166,524,2025-04-24T10:46:46,shipped,España,Cantabria,"Strada Giannini, 90 Piano 3",2025-04-27,
5167,382,2024-08-30T04:06:05,confirmed,España,Burgdorf,7 Lamb Mission,,
5168,446,2025-05-18T05:35:39,delivered,Alemania,Grafenau,"70, rue Grégoire Poulain",2025-05-21,2025-05-24
5169,412,2024-04-18T18:11:10,delivered,España,Grégoire,Baumplatz 22,2024-04-20,2024-04-21
5170,113,2025-09-04T21:13:15,delivered,España,Talocci,Jessika-Gröttner-Weg 64,2025-09-07,2025-09-09
5171,551,2026-06-09T20:15:11,delivered,España,Goslar,Studio 41v Williams Falls,2026-06-10,2026-06-15
5172,137,2026-01-10T11:07:34,cancelled,Portugal,Laurenshire,19 Harriet Branch,,
5173,44,2025-03-27T00:02:05,cancelled,Alemania,Paris,Pasadizo de Rogelio Céspedes 478,,
5174,182,2025-06-26T14:08:10,returned,Francia,Brandonborough,"Vicolo Loretta, 116",2025-06-29,2025-07-03
5175,453,2024-03-30T18:07:31,delivered,Francia,Valencia,"20, rue Denis Tessier",2024-04-02,2024-04-06
5176,322,2024-05-16T08:54:13,delivered,España,Segovia,"10, chemin Fleury",2024-05-19,2024-05-21
5177,412,2024-03-25T14:06:58,delivered,España,Lake Shaunberg,Flat 92o Angela Expressway,2024-03-27,2024-03-31
5178,122,2026-01-24T11:18:56,confirmed,Portugal,Torgau,Almuth-Rust-Platz 8/7,,
5179,133,2026-03-20T15:51:01,cancelled,Portugal,Emmendingen,37 Berry Trail,,
5180,185,2024-10-07T10:47:02,delivered,España,Lake Victoria,chemin Emmanuelle Adam,2024-10-08,2024-10-14
5181,149,2025-03-05T15:52:42,returned,Italia,Adrianport,Eimerstraße 5,2025-03-06,2025-03-08
5182,18,2026-04-07T06:39:49,delivered,Países Bajos,Nürtingen,Riehlstr. 29/99,2026-04-09,2026-04-15
5183,292,2024-05-03T01:39:20,pending,Francia,Roccapelago,Studio 7 Robertson Ridges,,
5184,260,2024-04-06T22:16:21,delivered,Países Bajos,St. Josef am See,"Vicolo Maria, 1 Appartamento 8",2024-04-09,2024-04-10
5185,289,2026-05-26T04:06:20,returned,España,East Stuartchester,Vial de Pepe Bravo 273 Puerta 0,2026-05-29,2026-06-01
5186,115,2026-02-17T20:41:35,delivered,Portugal,East Neil,Flat 28g William Mills,2026-02-18,2026-02-23
5187,458,2026-04-28T22:23:28,delivered,Alemania,Biedenkopf,Pasadizo de Lupe Arco 93 Apt. 08,2026-04-29,2026-05-04
5188,285,2025-08-19T22:11:16,shipped,Portugal,Bouchetboeuf,"Borgo Grassi, 2",2025-08-22,
5189,99,2025-02-23T19:10:54,shipped,Alemania,South Martyn,"54, chemin Marthe Thibault",2025-02-26,
5190,204,2026-03-06T18:42:10,shipped,Francia,West Cliffordhaven,"Viale Zaira, 82 Piano 2",2026-03-07,
5191,21,2026-05-24T20:00:30,delivered,España,Fondra,"36, rue Marc Dumont",2026-05-25,2026-05-28
5192,433,2026-01-29T15:43:41,confirmed,Francia,La Rioja,Flat 50 Brown Dale,,
5193,173,2025-02-14T00:45:44,delivered,Francia,Navarra,Kobeltstr. 822,2025-02-17,2025-02-17
5194,357,2026-06-02T00:11:45,delivered,Francia,Sallymouth,"Viale Uberto, 948",2026-06-03,2026-06-10
5195,345,2025-07-06T19:37:59,delivered,Italia,Jena,Studio 6 Murphy Bridge,2025-07-07,2025-07-13
5196,99,2025-01-13T06:51:53,delivered,Alemania,Gregoryborough,"37, rue de Renaud",2025-01-14,2025-01-18
5197,335,2025-01-21T01:41:23,delivered,España,Rivière-la-Forêt,"20, rue Marques",2025-01-22,2025-01-26
5198,241,2025-02-08T19:16:37,delivered,Alemania,Rodrigues-les-Bains,Studio 70 Stewart Causeway,2025-02-11,2025-02-16
5199,567,2025-11-01T12:56:07,delivered,España,Mallet,Studio 36t Ford Plain,2025-11-04,2025-11-05
5200,176,2024-02-14T22:25:33,delivered,Francia,Besnard-la-Forêt,Alina-Reising-Platz 9-1,2024-02-17,2024-02-21
5201,64,2024-12-25T22:15:45,cancelled,Italia,Villandro,"Piazza Raimondo, 94",,
5202,408,2025-04-02T16:25:26,delivered,Portugal,Monnier,Studio 39e Bruce Islands,2025-04-05,2025-04-10
5203,469,2024-09-14T05:58:17,delivered,España,Matthewtown,973 Taylor Causeway,2024-09-16,2024-09-18
5204,182,2025-12-28T08:16:11,returned,Francia,Robsonfort,Vial Sol Carballo 48,2025-12-31,2026-01-01
5205,395,2024-10-29T18:15:45,delivered,Francia,Fournier,586 Stewart Fork,2024-11-01,2024-11-02
5206,418,2024-10-07T17:36:33,delivered,Francia,Sainte Constance,"Incrocio Edoardo, 117",2024-10-10,2024-10-10
5207,117,2025-08-17T12:14:29,shipped,Alemania,Lari,boulevard de Blondel,2025-08-20,
5208,182,2026-02-18T14:39:15,delivered,Francia,Soria,"Borgo Calcedonio, 84 Appartamento 50",2026-02-20,2026-02-24
5209,445,2025-09-04T09:01:23,delivered,España,Petitjeannec,Flat 61d Parry Throughway,2025-09-07,2025-09-09
5210,1,2024-05-31T03:57:22,delivered,Francia,León,"29, avenue Victor Julien",2024-06-01,2024-06-04
5211,161,2025-09-05T18:25:01,shipped,Francia,Aisone,27 Billy Road,2025-09-06,
5212,157,2024-10-29T08:12:51,delivered,España,Segovia,Vial de Jordán Gálvez 48 Apt. 67,2024-10-30,2024-11-06
5213,230,2025-08-18T18:29:57,cancelled,España,North Damianmouth,Studio 70V Baldwin Ridge,,
5214,473,2026-02-12T06:48:08,delivered,España,Fallingbostel,Alameda de Quique Colom 400 Piso 9,2026-02-15,2026-02-19
5215,542,2026-03-24T02:18:16,delivered,Francia,West Lesleyton,"Canale Ermanno, 3",2026-03-26,2026-03-29
5216,416,2025-10-23T00:43:13,delivered,España,Málaga,Flat 6 Kennedy Rest,2025-10-25,2025-10-29
5217,45,2025-02-13T03:27:28,delivered,Portugal,Burgdorf,Studio 79I Annette Expressway,2025-02-15,2025-02-21
5218,596,2025-05-24T13:28:47,delivered,España,Port Terence,rue Gimenez,2025-05-25,2025-05-27
5219,536,2026-03-21T19:35:46,delivered,España,Radicondoli,Rose-Stey-Gasse 14,2026-03-22,2026-03-29
5220,254,2025-11-27T09:41:57,delivered,Portugal,West Rhyston,"Piazza Curci, 86",2025-11-28,2025-12-04
5221,456,2025-10-05T17:00:22,delivered,Alemania,Serino,2 Martyn Landing,2025-10-07,2025-10-08
5222,114,2025-12-15T18:19:11,delivered,Países Bajos,Stendal,177 Charlotte Fall,2025-12-17,2025-12-22
5223,547,2026-05-14T21:06:03,confirmed,Alemania,Cáceres,"66, rue Christiane Lamy",,
5224,555,2024-09-21T08:59:28,delivered,Alemania,Lake Conorville,"30, chemin Lemoine",2024-09-24,2024-09-26
5225,183,2025-07-12T18:06:45,delivered,Portugal,Jaén,Avenida de Arturo Porta 65,2025-07-15,2025-07-20
5226,401,2026-01-01T05:29:09,shipped,Alemania,Vizzolo Predabissi,Avenida de Jimena Castejón 64,2026-01-03,
5227,547,2025-11-12T14:32:10,delivered,Alemania,Badajoz,"Rotonda Gramsci, 0 Piano 9",2025-11-14,2025-11-16
5228,589,2025-12-20T12:53:06,delivered,Italia,Valle Di Saviore,3 Simpson Mill,2025-12-21,2025-12-24
5229,210,2025-12-11T16:19:08,delivered,Alemania,Castellón,Süßebierallee 17,2025-12-13,2025-12-18
5230,580,2025-03-17T21:35:48,delivered,Portugal,Zaragoza,Erol-Köster-Ring 92/44,2025-03-18,2025-03-22
5231,280,2026-03-11T08:08:16,delivered,Italia,Baleares,6 Suzanne Pike,2026-03-14,2026-03-17
5232,10,2025-10-21T23:10:22,delivered,Francia,Vizcaya,Avenida Gertrudis Castrillo 11,2025-10-23,2025-10-29
5233,594,2025-04-10T04:58:11,delivered,Alemania,Casanova,"1, rue de Pages",2025-04-13,2025-04-13
5234,487,2024-12-15T09:45:42,delivered,Alemania,Monteparano,"89, boulevard André Leclercq",2024-12-16,2024-12-22
5235,312,2026-06-14T15:24:10,pending,Francia,Böblingen,"934, chemin Étienne",,
5236,588,2024-07-03T15:56:32,cancelled,Alemania,Verdier,Cañada de Susanita Torrent 8 Piso 1,,
5237,497,2026-01-20T14:25:51,delivered,España,Ludwigslust,Heinzplatz 746,2026-01-21,2026-01-27
5238,469,2026-01-01T20:08:35,delivered,España,Port Eleanorville,Cynthia-Schmiedt-Platz 563,2026-01-03,2026-01-09
5239,262,2025-04-22T18:07:57,delivered,Países Bajos,New Kieranchester,82 Brown Valley,2025-04-25,2025-04-27
5240,585,2024-02-22T22:29:37,delivered,España,Berlin,"210, boulevard de Bonneau",2024-02-24,2024-02-28
5241,522,2025-02-09T02:44:25,delivered,España,Traore,71 Knowles Junctions,2025-02-10,2025-02-16
5242,310,2026-06-26T18:21:09,returned,Italia,Trebisacce,"203, boulevard Caroline Merle",2026-06-27,2026-07-02
5243,296,2024-04-15T08:49:49,delivered,España,New Denisestad,"Viale Gioacchino, 3 Piano 7",2024-04-17,2024-04-22
5244,352,2024-05-31T22:56:04,pending,España,Lisahaven,"95, avenue de Bonnet",,
5245,596,2024-04-07T14:30:54,delivered,España,Teruel,Traudel-Speer-Allee 60-69,2024-04-10,2024-04-14
5246,300,2025-04-04T13:51:54,delivered,España,Gilles-les-Bains,Urbanización de Severino Zamorano 708,2025-04-07,2025-04-11
5247,297,2025-11-01T09:39:23,pending,España,Helmstedt,1 Jones Mission,,
5248,171,2024-05-11T00:21:34,confirmed,Francia,Zamora,"Strada Bonanno, 3 Appartamento 7",,
5249,528,2025-07-22T23:18:07,delivered,Países Bajos,Collin,"7, rue de Mahe",2025-07-24,2025-07-25
5250,122,2024-11-11T06:13:20,delivered,Portugal,Rickymouth,Callejón de Pánfilo Alcalde 71 Apt. 39,2024-11-12,2024-11-15
5251,470,2026-03-13T05:04:49,delivered,España,Aaronchester,Süßebierweg 75-97,2026-03-14,2026-03-19
5252,567,2025-04-13T10:33:14,returned,España,Cáceres,Ronda de Primitiva Montes 45,2025-04-16,2025-04-16
5253,184,2026-05-01T19:49:10,delivered,Países Bajos,Albacete,"43, avenue de Barbier",2026-05-03,2026-05-08
5254,368,2025-12-27T09:11:57,delivered,Francia,Sainte Marcelle,Nikolai-Scholl-Allee 442,2025-12-30,2025-12-30
5255,1,2026-03-25T08:03:44,delivered,Francia,Gromola,Heidi-Flantz-Weg 1,2026-03-28,2026-04-01
5256,195,2024-07-19T20:13:36,delivered,Italia,Saint Anastasie-sur-Mer,"2, avenue de Barbe",2024-07-22,2024-07-22
5257,313,2025-05-11T17:33:57,delivered,Alemania,Lenna,"Contrada Federico, 25",2025-05-14,2025-05-18
5258,486,2024-10-18T08:37:38,delivered,Alemania,Motta Sulla Secchia,Calle de Ruperta Pedro 187,2024-10-20,2024-10-26
5259,356,2025-05-04T20:08:46,delivered,Italia,Reutlingen,732 Alex Islands,2025-05-06,2025-05-08
5260,458,2025-02-01T05:26:19,cancelled,Alemania,Almería,"Borgo Rosalia, 144 Appartamento 3",,
5261,14,2025-12-26T13:29:29,delivered,España,Daviesfort,80 Lee Plaza,2025-12-27,2025-12-29
5262,354,2026-03-07T01:40:19,shipped,España,Shirleyhaven,Alameda Encarnacion Múñiz 6 Piso 6,2026-03-10,
5263,105,2025-10-13T14:41:00,cancelled,España,Antoine,Vincenzo-Gumprich-Gasse 6,,
5264,365,2026-05-19T21:42:56,cancelled,España,Harriston,Klaus-Peter-Etzold-Weg 4,,
5265,18,2026-06-21T07:24:07,delivered,Países Bajos,Lama,"Canale Jovinelli, 6",2026-06-23,2026-06-27
5266,572,2024-05-10T03:32:05,delivered,Alemania,Leleu-sur-Mer,"Viale Barzini, 3",2024-05-12,2024-05-17
5267,555,2026-03-07T15:57:25,delivered,Alemania,Dubois-la-Forêt,"Viale Carolina, 840",2026-03-10,2026-03-12
5268,584,2025-12-14T16:20:28,delivered,Italia,Málaga,Avenida de Javier Roca 62,2025-12-15,2025-12-21
5269,20,2024-04-25T17:28:15,delivered,Alemania,Parchim,Jacob-Fischer-Platz 411,2024-04-28,2024-04-28
5270,166,2025-01-17T17:11:19,returned,Francia,Cesara,"Incrocio Baggio, 280",2025-01-19,2025-01-25
5271,32,2025-02-26T01:16:16,delivered,Italia,Craigchester,"Rotonda Fornaciari, 9 Piano 3",2025-02-27,2025-03-06
5272,438,2025-03-25T07:25:44,delivered,España,Kassel,Studio 4 Ruth Views,2025-03-27,2025-04-02
5273,237,2024-11-04T01:43:59,delivered,España,Lake Sheilaland,Callejón Paulino Ramis 41 Puerta 0,2024-11-06,2024-11-09
5274,135,2025-12-10T09:10:38,delivered,Francia,Chevallier,"43, avenue de Payet",2025-12-13,2025-12-17
5275,403,2024-08-31T01:34:30,delivered,Francia,Meiningen,"Viale Cirillo, 42",2024-09-02,2024-09-05
5276,433,2025-12-22T12:29:10,returned,Francia,Foucher,Flat 86 Jade Creek,2025-12-25,2025-12-28
5277,169,2024-11-27T13:37:30,shipped,Portugal,Andre-sur-Mer,"Stretto Cammarata, 8",2024-11-29,
5278,387,2026-03-31T01:24:21,cancelled,España,Hammelburg,Lutz-Metz-Allee 2542,,
5279,120,2024-05-05T04:35:21,confirmed,Alemania,Segovia,Conradiring 5/1,,
5280,447,2025-10-11T12:31:54,cancelled,Italia,Lleida,"Borgo Bramante, 22 Appartamento 50",,
5281,141,2025-08-28T17:23:31,shipped,Portugal,Leblanc,Urbanización de Agapito Escobar 1 Piso 8,2025-08-30,
5282,183,2025-07-30T15:29:27,delivered,Portugal,Gilles,0 Khan Brooks,2025-07-31,2025-08-03
5283,9,2025-12-04T22:10:21,delivered,España,Donaueschingen,John-Franke-Weg 9/6,2025-12-06,2025-12-08
5284,302,2024-03-07T23:07:37,delivered,España,Cantabria,"64, boulevard Chauvet",2024-03-09,2024-03-10
5285,315,2025-07-09T18:09:52,pending,España,Lake Alexander,Alameda de Espiridión Barón 732 Puerta 4,,
5286,311,2025-07-16T14:09:20,confirmed,España,Havelberg,2 Aaron Burg,,
5287,334,2024-06-18T10:30:23,confirmed,España,Pietole,"48, chemin de Teixeira",,
5288,229,2025-11-12T21:44:47,delivered,España,Melilla,"9, boulevard de Giraud",2025-11-15,2025-11-18
5289,99,2025-03-11T06:12:56,delivered,Alemania,Verdier-sur-Costa,"Stretto Fusani, 99",2025-03-12,2025-03-18
5290,7,2024-11-08T11:22:45,confirmed,Italia,Blanchard,"801, rue Étienne Turpin",,
5291,141,2025-05-16T02:58:46,delivered,Portugal,Lopes,"4, rue de Humbert",2025-05-18,2025-05-21
5292,224,2026-01-24T12:39:33,delivered,Países Bajos,Carezza Al Lago,Stanislaus-Lorch-Ring 9,2026-01-25,2026-01-28
5293,58,2025-01-23T21:41:50,delivered,Alemania,RobertBourg,3 Melanie Run,2025-01-24,2025-01-31
5294,131,2025-04-08T14:21:33,delivered,Alemania,Toledo,C. de Nilo Márquez 14 Puerta 8,2025-04-11,2025-04-12
5295,70,2025-10-31T03:19:40,delivered,Francia,Bolzano Vicentino,Madeleine-Noack-Platz 49,2025-11-03,2025-11-06
5296,147,2024-12-08T23:18:18,returned,Italia,Ávila,"Stretto Chiappetta, 70",2024-12-11,2024-12-14
5297,436,2025-04-16T05:43:05,confirmed,Francia,Ceuta,"Via Fabio, 445 Piano 6",,
5298,549,2024-05-25T09:51:21,delivered,España,Grotti Di Cittaducale,Amelie-Dehmel-Ring 8/5,2024-05-28,2024-06-01
5299,355,2024-07-24T08:58:13,delivered,España,Port Leah,"Viale Nitto, 13 Piano 5",2024-07-27,2024-07-29
5300,568,2025-01-23T11:41:44,delivered,Alemania,Erfurt,"Canale Leonardi, 33",2025-01-25,2025-01-27
5301,313,2024-07-06T21:16:45,delivered,Alemania,Valladolid,2 Josephine Summit,2024-07-07,2024-07-14
5302,144,2024-02-27T12:36:27,delivered,Francia,Saint Honoré,Flat 2 Holland Roads,2024-03-01,2024-03-03
5303,119,2024-06-04T14:47:05,delivered,España,Beilngries,boulevard Hervé,2024-06-07,2024-06-09
5304,87,2024-09-16T13:24:26,cancelled,Francia,Zaragoza,"87, rue Guillaume Berger",,
5305,57,2026-05-15T02:25:24,delivered,Portugal,Gratacasolo,Studio 3 Elliott Drive,2026-05-17,2026-05-18
5306,49,2025-05-17T23:10:57,delivered,Francia,Murcia,Natali-Geisler-Weg 4,2025-05-19,2025-05-22
5307,265,2026-04-20T03:22:36,delivered,España,Fostermouth,Birthe-Bloch-Allee 2-2,2026-04-22,2026-04-26
5308,483,2025-10-10T09:48:10,delivered,España,Mitogio,"Contrada Meucci, 62",2025-10-11,2025-10-15
5309,366,2024-04-21T07:49:17,confirmed,España,Saint Philippe,Glorieta Isidoro Pomares 78,,
5310,305,2026-04-25T05:08:20,delivered,Francia,Berlin,"87, rue de Berger",2026-04-27,2026-05-02
5311,115,2024-08-24T10:46:10,cancelled,Portugal,Limosano,Callejón de Cándida Almansa 66,,
5312,122,2025-03-27T16:47:36,delivered,Portugal,Sainte Éléonoredan,9 Keith Camp,2025-03-29,2025-04-03
5313,471,2025-04-10T20:47:32,returned,España,Huelva,Werneckestraße 5/9,2025-04-11,2025-04-15
5314,209,2025-03-10T21:57:20,delivered,España,Saint Frédérique,Cuesta Olalla Leal 14 Piso 9,2025-03-11,2025-03-15
5315,523,2026-03-08T17:46:46,delivered,Portugal,East Kerry,Romy-Nette-Platz 3-4,2026-03-11,2026-03-11
5316,128,2026-04-08T07:06:29,delivered,España,Valladolid,"80, avenue Cordier",2026-04-11,2026-04-12
5317,71,2024-09-14T03:01:38,delivered,Países Bajos,Provaglio Val Sabbia,Rambla de Juliana Cadenas 662 Apt. 95,2024-09-17,2024-09-18
5318,534,2024-05-08T23:27:30,delivered,España,Blin,Gotthardplatz 4/5,2024-05-11,2024-05-12
5319,526,2024-11-14T01:21:46,confirmed,Portugal,Gottasecca,"Via Pavone, 56",,
5320,548,2025-08-16T18:25:26,delivered,España,Altötting,Milka-Koch II-Ring 78/19,2025-08-17,2025-08-23
5321,179,2026-06-03T12:50:19,delivered,España,Santa Cruz de Tenerife,"78, chemin Lucy Faivre",2026-06-05,2026-06-10
5322,10,2025-05-16T07:08:49,delivered,Francia,RoussetVille,"85, rue Barthelemy",2025-05-18,2025-05-23
5323,324,2025-06-14T06:41:51,delivered,Alemania,Málaga,Alameda de Raquel Arcos 56 Piso 2,2025-06-17,2025-06-17
5324,126,2025-08-11T06:36:34,delivered,España,North Elliot,"12, rue Cohen",2025-08-13,2025-08-19
5325,335,2025-10-10T14:52:35,delivered,España,Coulon,"Viale Navone, 453 Piano 7",2025-10-13,2025-10-14
5326,232,2026-06-30T11:55:17,returned,Alemania,Grondin,"466, boulevard Aurélie Mathieu",2026-07-02,2026-07-07
5327,525,2026-06-02T03:41:47,pending,Portugal,Port Elliotstad,"Incrocio Sommaruga, 60 Piano 9",,
5328,365,2024-12-19T03:54:34,delivered,España,Grahamville,Ronda de Olegario Elías 927 Apt. 36,2024-12-21,2024-12-27
5329,300,2026-05-16T06:50:40,delivered,España,Gailside,Cuesta de Adora Gilabert 48 Puerta 5,2026-05-18,2026-05-22
5330,491,2026-03-16T03:11:24,returned,España,Santa Cruz de Tenerife,"72, rue Aubry",2026-03-18,2026-03-24
5331,408,2026-01-13T05:55:10,delivered,Portugal,Guadalajara,Pasadizo de Raquel Millán 5,2026-01-16,2026-01-16
5332,215,2025-10-10T08:10:23,delivered,Francia,Albacete,C. Ana Torrecilla 96,2025-10-12,2025-10-14
5333,590,2024-06-19T22:00:46,delivered,Italia,Säckingen,Studio 47A Connor Isle,2024-06-21,2024-06-25
5334,269,2026-06-21T15:39:22,cancelled,Italia,Rothenburg ob der Tauber,"140, rue de Sanchez",,
5335,54,2026-04-29T12:25:55,pending,Francia,Burgos,Plaza de Griselda Tejero 86,,
5336,589,2026-06-20T21:23:30,delivered,Italia,Ganna,Cañada de Patricio Fortuny 48 Piso 3,2026-06-23,2026-06-23
5337,115,2024-09-23T01:20:40,delivered,Portugal,North Jenniferport,"4, rue Lelièvre",2024-09-24,2024-09-30
5338,349,2025-02-20T20:10:27,shipped,España,Aubertboeuf,641 Cooke Course,2025-02-22,
5339,18,2025-04-08T21:01:26,confirmed,Países Bajos,Jamesstad,"380, rue Bertrand Bonneau",,
5340,349,2025-09-18T08:31:04,delivered,España,Sant'Angelo Lomellina,Boucseinplatz 9,2025-09-19,2025-09-21
5341,554,2025-01-23T03:05:39,delivered,Francia,Navelli,Weinholdstraße 50-80,2025-01-26,2025-01-29
5342,298,2024-09-22T19:00:28,delivered,Portugal,Bad Liebenwerda,Paseo Álvaro Antúnez 24,2024-09-24,2024-09-26
5343,400,2024-08-21T10:44:01,delivered,Alemania,Cantabria,"Piazza Carlo, 8 Appartamento 5",2024-08-23,2024-08-29
